
List of user-set options:

                                    Name   Value                used
                         acceptable_iter = 15                    yes
                          acceptable_tol = 1e-05                 yes
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 3000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_2_hyperelastic_cantilever_beam/run_hyperelastic_cantilever_beam_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-06                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:     3600
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3600
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     3600
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1070  1.3712476e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 1.66e-01f  1
1071  1.3712455e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 7.74e-03f  1
1072  1.3709704e+00 0.00e+00 1.47e-03 -11.0 1.46e-03    -  1.00e+00 1.00e+00f  1
1073  1.3709414e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 1.05e-01f  1
1074  1.3709413e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 3.68e-04f  1
1075  1.3708362e+00 0.00e+00 1.48e-03 -11.0 1.47e-03    -  1.00e+00 3.84e-01f  1
1076  1.3708270e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 3.34e-02f  1
1077  1.3705528e+00 0.00e+00 1.49e-03 -11.0 1.48e-03    -  1.00e+00 1.00e+00f  1
1078  1.3703500e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 7.37e-01f  1
1079  1.3703497e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 1.10e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1080  1.3702766e+00 0.00e+00 1.50e-03 -11.0 1.49e-03    -  1.00e+00 2.67e-01f  1
1081  1.3702763e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.16e-03f  1
1082  1.3702206e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 2.04e-01f  1
1083  1.3701868e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.23e-01f  1
1084  1.3701603e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 9.71e-02f  1
1085  1.3701455e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 5.41e-02f  1
1086  1.3698723e+00 0.00e+00 1.51e-03 -11.0 1.50e-03    -  1.00e+00 1.00e+00f  1
1087  1.3696686e+00 0.00e+00 1.52e-03 -11.0 1.51e-03    -  1.00e+00 7.43e-01f  1
1088  1.3696683e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.14e-03f  1
1089  1.3694008e+00 0.00e+00 1.48e-03 -11.0 1.47e-03    -  1.00e+00 9.82e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1090  1.3694004e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 1.48e-03f  1
1091  1.3691290e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 1.00e+00f  1
1092  1.3689758e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 5.63e-01f  1
1093  1.3689755e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 9.61e-04f  1
1094  1.3687093e+00 0.00e+00 1.49e-03 -11.0 1.48e-03    -  1.00e+00 9.79e-01f  1
1095  1.3687088e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 1.64e-03f  1
1096  1.3684361e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 1.00e+00f  1
1097  1.3683293e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 3.91e-01f  1
1098  1.3683291e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 7.29e-04f  1
1099  1.3680559e+00 0.00e+00 1.50e-03 -11.0 1.49e-03    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1100  1.3680083e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.74e-01f  1
1101  1.3680081e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 6.55e-04f  1
1102  1.3677345e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.00e+00f  1
1103  1.3677048e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 1.08e-01f  1
1104  1.3677047e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 4.60e-04f  1
1105  1.3675596e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 5.31e-01f  1
1106  1.3675593e+00 0.00e+00 1.50e-03 -11.0 1.50e-03    -  1.00e+00 9.57e-04f  1
1107  1.3672868e+00 0.00e+00 1.51e-03 -11.0 1.50e-03    -  1.00e+00 1.00e+00f  1
1108  1.3672802e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 2.42e-02f  1
1109  1.3672052e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 2.74e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1110  1.3672033e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 6.89e-03f  1
1111  1.3670139e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 6.93e-01f  1
1112  1.3670135e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 1.29e-03f  1
1113  1.3667399e+00 0.00e+00 1.52e-03 -11.0 1.51e-03    -  1.00e+00 1.00e+00f  1
1114  1.3666476e+00 0.00e+00 1.52e-03 -11.0 1.52e-03    -  1.00e+00 3.37e-01f  1
1115  1.3666473e+00 0.00e+00 1.52e-03 -11.0 1.52e-03    -  1.00e+00 9.06e-04f  1
1116  1.3665802e+00 0.00e+00 1.52e-03 -11.0 1.52e-03    -  1.00e+00 2.44e-01f  1
1117  1.3665398e+00 0.00e+00 1.52e-03 -11.0 1.52e-03    -  1.00e+00 1.47e-01f  1
1118  1.3664398e+00 0.00e+00 1.52e-03 -11.0 1.52e-03    -  1.00e+00 3.64e-01f  1
1119  1.3664395e+00 0.00e+00 1.51e-03 -11.0 1.51e-03    -  1.00e+00 1.21e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1120  1.3664322e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 2.65e-02f  1
1121  1.3663380e+00 0.00e+00 1.48e-03 -11.0 1.47e-03    -  1.00e+00 3.46e-01f  1
1122  1.3662694e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 2.52e-01f  1
1123  1.3662692e+00 0.00e+00 1.40e-03 -11.0 1.40e-03    -  1.00e+00 8.20e-04f  1
1124  1.3660895e+00 0.00e+00 1.41e-03 -11.0 1.40e-03    -  1.00e+00 6.64e-01f  1
1125  1.3660891e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.46e-03f  1
1126  1.3658370e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 9.31e-01f  1
1127  1.3658366e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.45e-03f  1
1128  1.3655650e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.00e+00f  1
1129  1.3655599e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.88e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1130  1.3655595e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.36e-03f  1
1131  1.3652889e+00 0.00e+00 1.42e-03 -11.0 1.41e-03    -  1.00e+00 1.00e+00f  1
1132  1.3652721e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 6.19e-02f  1
1133  1.3652720e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 6.41e-04f  1
1134  1.3652632e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 3.26e-02f  1
1135  1.3651385e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 4.65e-01f  1
1136  1.3651382e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.14e-03f  1
1137  1.3650636e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 2.79e-01f  1
1138  1.3650632e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.26e-03f  1
1139  1.3650014e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 2.33e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1140  1.3649921e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 3.50e-02f  1
1141  1.3647262e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.00e+00f  1
1142  1.3646483e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 2.92e-01f  1
1143  1.3646480e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 9.80e-04f  1
1144  1.3644356e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 7.97e-01f  1
1145  1.3644352e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 1.17e-03f  1
1146  1.3642685e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 6.27e-01f  1
1147  1.3642682e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 1.08e-03f  1
1148  1.3642471e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 7.96e-02f  1
1149  1.3641668e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 3.03e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1150  1.3641658e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 3.57e-03f  1
1151  1.3639003e+00 0.00e+00 1.44e-03 -11.0 1.43e-03    -  1.00e+00 1.00e+00f  1
1152  1.3636340e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.00e+00f  1
1153  1.3633906e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 9.11e-01f  1
1154  1.3633903e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.35e-03f  1
1155  1.3631233e+00 0.00e+00 1.45e-03 -11.0 1.44e-03    -  1.00e+00 1.00e+00f  1
1156  1.3628555e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.00e+00f  1
1157  1.3625869e+00 0.00e+00 1.46e-03 -11.0 1.45e-03    -  1.00e+00 1.00e+00f  1
1158  1.3623408e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 9.13e-01f  1
1159  1.3623404e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 1.39e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1160  1.3621865e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 5.70e-01f  1
1161  1.3621863e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 8.73e-04f  1
1162  1.3619874e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 7.41e-01f  1
1163  1.3619871e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 1.11e-03f  1
1164  1.3619760e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 4.14e-02f  1
1165  1.3619688e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 2.70e-02f  1
1166  1.3617527e+00 0.00e+00 1.47e-03 -11.0 1.46e-03    -  1.00e+00 8.14e-01f  1
1167  1.3617523e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 1.30e-03f  1
1168  1.3615935e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 5.99e-01f  1
1169  1.3615932e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 1.12e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1170  1.3614409e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 5.74e-01f  1
1171  1.3614406e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 1.35e-03f  1
1172  1.3611750e+00 0.00e+00 1.47e-03 -11.0 1.47e-03    -  1.00e+00 1.00e+00f  1
1173  1.3610600e+00 0.00e+00 1.48e-03 -11.0 1.47e-03    -  1.00e+00 4.32e-01f  1
1174  1.3610597e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 8.43e-04f  1
1175  1.3609357e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 4.66e-01f  1
1176  1.3609355e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 9.11e-04f  1
1177  1.3606696e+00 0.00e+00 1.48e-03 -11.0 1.48e-03    -  1.00e+00 1.00e+00f  1
1178  1.3604028e+00 0.00e+00 1.49e-03 -11.0 1.48e-03    -  1.00e+00 1.00e+00f  1
1179  1.3603869e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 5.98e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1180  1.3603864e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 1.73e-03f  1
1181  1.3602034e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 6.85e-01f  1
1182  1.3602031e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 1.16e-03f  1
1183  1.3600259e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 6.64e-01f  1
1184  1.3600253e+00 0.00e+00 1.49e-03 -11.0 1.49e-03    -  1.00e+00 2.44e-03f  1
1185  1.3600145e+00 0.00e+00 1.46e-03 -11.0 1.46e-03    -  1.00e+00 4.04e-02f  1
1186  1.3600084e+00 0.00e+00 1.39e-03 -11.0 1.39e-03    -  1.00e+00 2.30e-02f  1
1187  1.3597429e+00 0.00e+00 1.41e-03 -11.0 1.39e-03    -  1.00e+00 1.00e+00f  1
1188  1.3595463e+00 0.00e+00 1.42e-03 -11.0 1.41e-03    -  1.00e+00 7.38e-01f  1
1189  1.3595460e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.18e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1190  1.3592901e+00 0.00e+00 1.43e-03 -11.0 1.42e-03    -  1.00e+00 9.60e-01f  1
1191  1.3592897e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 1.37e-03f  1
1192  1.3591456e+00 0.00e+00 1.44e-03 -11.0 1.43e-03    -  1.00e+00 5.43e-01f  1
1193  1.3591454e+00 0.00e+00 1.44e-03 -11.0 1.43e-03    -  1.00e+00 8.64e-04f  1
1194  1.3588806e+00 0.00e+00 1.45e-03 -11.0 1.43e-03    -  1.00e+00 1.00e+00f  1
1195  1.3588641e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 6.24e-02f  1
1196  1.3588639e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 4.61e-04f  1
1197  1.3588147e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.87e-01f  1
1198  1.3588140e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 2.55e-03f  1
1199  1.3586748e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 5.31e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1200  1.3586746e+00 0.00e+00 1.40e-03 -11.0 1.40e-03    -  1.00e+00 9.38e-04f  1
1201  1.3584414e+00 0.00e+00 1.40e-03 -11.0 1.40e-03    -  1.00e+00 8.95e-01f  1
1202  1.3584410e+00 0.00e+00 1.40e-03 -11.0 1.40e-03    -  1.00e+00 1.28e-03f  1
1203  1.3581816e+00 0.00e+00 1.41e-03 -11.0 1.40e-03    -  1.00e+00 1.00e+00f  1
1204  1.3579214e+00 0.00e+00 1.42e-03 -11.0 1.41e-03    -  1.00e+00 1.00e+00f  1
1205  1.3577451e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 6.75e-01f  1
1206  1.3577449e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 9.76e-04f  1
1207  1.3576983e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.79e-01f  1
1208  1.3576979e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.36e-03f  1
1209  1.3576443e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 2.07e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1210  1.3576431e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 4.40e-03f  1
1211  1.3573850e+00 0.00e+00 1.44e-03 -11.0 1.43e-03    -  1.00e+00 1.00e+00f  1
1212  1.3572526e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 5.12e-01f  1
1213  1.3572524e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 7.73e-04f  1
1214  1.3570959e+00 0.00e+00 1.45e-03 -11.0 1.44e-03    -  1.00e+00 6.07e-01f  1
1215  1.3570957e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.14e-03f  1
1216  1.3570879e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 3.01e-02f  1
1217  1.3570741e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 5.40e-02f  1
1218  1.3568184e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.00e+00f  1
1219  1.3567879e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.19e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1220  1.3567878e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 3.78e-04f  1
1221  1.3567102e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 3.05e-01f  1
1222  1.3567099e+00 0.00e+00 1.41e-03 -11.0 1.41e-03    -  1.00e+00 1.09e-03f  1
1223  1.3564564e+00 0.00e+00 1.42e-03 -11.0 1.41e-03    -  1.00e+00 1.00e+00f  1
1224  1.3562998e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 6.16e-01f  1
1225  1.3562995e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.34e-03f  1
1226  1.3560451e+00 0.00e+00 1.42e-03 -11.0 1.42e-03    -  1.00e+00 1.00e+00f  1
1227  1.3557900e+00 0.00e+00 1.43e-03 -11.0 1.42e-03    -  1.00e+00 1.00e+00f  1
1228  1.3555342e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 1.00e+00f  1
1229  1.3554234e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 4.32e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1230  1.3554233e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 6.90e-04f  1
1231  1.3551673e+00 0.00e+00 1.43e-03 -11.0 1.43e-03    -  1.00e+00 1.00e+00f  1
1232  1.3551101e+00 0.00e+00 1.44e-03 -11.0 1.43e-03    -  1.00e+00 2.23e-01f  1
1233  1.3551099e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 7.42e-04f  1
1234  1.3548535e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.00e+00f  1
1235  1.3545962e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.00e+00f  1
1236  1.3545455e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 1.97e-01f  1
1237  1.3545454e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 3.52e-04f  1
1238  1.3544916e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 2.10e-01f  1
1239  1.3544898e+00 0.00e+00 1.44e-03 -11.0 1.44e-03    -  1.00e+00 7.13e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1240  1.3542338e+00 0.00e+00 1.45e-03 -11.0 1.44e-03    -  1.00e+00 1.00e+00f  1
1241  1.3542313e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.01e-02f  1
1242  1.3542294e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 7.07e-03f  1
1243  1.3541437e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 3.36e-01f  1
1244  1.3541434e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.21e-03f  1
1245  1.3540155e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 5.03e-01f  1
1246  1.3540152e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 9.09e-04f  1
1247  1.3538806e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 5.32e-01f  1
1248  1.3538803e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.16e-03f  1
1249  1.3537439e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 5.40e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1250  1.3537435e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.58e-03f  1
1251  1.3536558e+00 0.00e+00 1.46e-03 -11.0 1.45e-03    -  1.00e+00 3.47e-01f  1
1252  1.3536552e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 2.65e-03f  1
1253  1.3536063e+00 0.00e+00 1.45e-03 -11.0 1.45e-03    -  1.00e+00 1.93e-01f  1
1254  1.3536057e+00 0.00e+00 1.33e-03 -11.0 1.33e-03    -  1.00e+00 2.33e-03f  1
1255  1.3533547e+00 0.00e+00 1.34e-03 -11.0 1.33e-03    -  1.00e+00 1.00e+00f  1
1256  1.3532702e+00 0.00e+00 1.34e-03 -11.0 1.34e-03    -  1.00e+00 3.36e-01f  1
1257  1.3532701e+00 0.00e+00 1.34e-03 -11.0 1.34e-03    -  1.00e+00 6.39e-04f  1
1258  1.3532264e+00 0.00e+00 1.34e-03 -11.0 1.34e-03    -  1.00e+00 1.74e-01f  1
1259  1.3532253e+00 0.00e+00 1.34e-03 -11.0 1.34e-03    -  1.00e+00 4.33e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1260  1.3529745e+00 0.00e+00 1.34e-03 -11.0 1.34e-03    -  1.00e+00 1.00e+00f  1
1261  1.3527231e+00 0.00e+00 1.35e-03 -11.0 1.34e-03    -  1.00e+00 1.00e+00f  1
1262  1.3525620e+00 0.00e+00 1.35e-03 -11.0 1.35e-03    -  1.00e+00 6.39e-01f  1
1263  1.3525617e+00 0.00e+00 1.35e-03 -11.0 1.35e-03    -  1.00e+00 9.41e-04f  1
1264  1.3524826e+00 0.00e+00 1.35e-03 -11.0 1.35e-03    -  1.00e+00 3.14e-01f  1
1265  1.3524819e+00 0.00e+00 1.35e-03 -11.0 1.35e-03    -  1.00e+00 2.82e-03f  1
1266  1.3522299e+00 0.00e+00 1.35e-03 -11.0 1.35e-03    -  1.00e+00 1.00e+00f  1
1267  1.3519771e+00 0.00e+00 1.36e-03 -11.0 1.35e-03    -  1.00e+00 1.00e+00f  1
1268  1.3517757e+00 0.00e+00 1.36e-03 -11.0 1.36e-03    -  1.00e+00 7.95e-01f  1
1269  1.3517754e+00 0.00e+00 1.36e-03 -11.0 1.36e-03    -  1.00e+00 1.09e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1270  1.3515473e+00 0.00e+00 1.37e-03 -11.0 1.36e-03    -  1.00e+00 9.04e-01f  1
1271  1.3515470e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 1.31e-03f  1
1272  1.3514246e+00 0.00e+00 1.38e-03 -11.0 1.37e-03    -  1.00e+00 4.85e-01f  1
1273  1.3514104e+00 0.00e+00 1.38e-03 -11.0 1.38e-03    -  1.00e+00 5.62e-02f  1
1274  1.3513395e+00 0.00e+00 1.38e-03 -11.0 1.38e-03    -  1.00e+00 2.81e-01f  1
1275  1.3513392e+00 0.00e+00 1.38e-03 -11.0 1.38e-03    -  1.00e+00 9.04e-04f  1
1276  1.3510874e+00 0.00e+00 1.39e-03 -11.0 1.38e-03    -  1.00e+00 1.00e+00f  1
1277  1.3510436e+00 0.00e+00 1.39e-03 -11.0 1.39e-03    -  1.00e+00 1.73e-01f  1
1278  1.3510436e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 3.58e-04f  1
1279  1.3510324e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 4.45e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1280  1.3510183e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 5.66e-02f  1
1281  1.3508194e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 7.99e-01f  1
1282  1.3508191e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 1.15e-03f  1
1283  1.3505712e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 1.00e+00f  1
1284  1.3505230e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 1.94e-01f  1
1285  1.3505208e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 8.78e-03f  1
1286  1.3504844e+00 0.00e+00 1.37e-03 -11.0 1.37e-03    -  1.00e+00 1.47e-01f  1
